id	full_text	sentiment	emotion
374	Haga “match” con la elección presidencial | EL ESPECTADOR https://t.co/LD3WviiaEz	positive	
375	https://t.co/KXwMVRujE7 recomendado, votemos a conciencia. Este app que saco @elespectador le ayuda a ver como sus posiciones se alinean con su candidato. 1/3 #eleccionescolombia2022 #elecciones #colombia	positive	
376	"https://t.co/XgHuyrM1ZI 
#ElRiesgoEs QUE SE EXTIENDA EL #ParoArmado DE PETRO HASTA LAS ELECCIONES PARA EVITAR QUE COLOMBIA VOTE CONTRA PETRO

PERO, EL PARO ES DEL CLAN DEL GOLFO - OTONIEL

...

CLAN DEL GOLFO TRABAJA PAR EL CÁRTEL NARCOTERRORISTA FARC omunes

OSEA SI ES DE PETRO!"	negative	
377	"""El uribismo intenta en una carrera contrarreloj sacar adelante en el Congreso una reforma de la ley de traspaso de poder para impedir a la izquierda acceder a información clasificada de seguridad nacional en el caso de llegar al poder"" https://t.co/Uy0NoJrcev vía @elsaltodiario"	negative	
378	@MONYRODRIGUEZOF Ojalá que petrochanda se alejé de la política cuando pierda las elecciones.por que Colombia siempre será y ganará la Democracia.	negative	
379	@JulianFMartinez @DNP_Colombia @aleboterob Estaban esperando el momento preciso. Las elecciones.	neutral	
380	"Hice el ejercicio de la Match Presidencial del @elespectador.

Me gustó. Creo que me define ideológicamente. Lo más importante es que me deja claro por quien no debo votar.

Aquí les dejo el enlace para que hagan el ejercicio. 

https://t.co/jHXsHZWoDO https://t.co/nJsUylMydh"	positive	
381	@condeza6 @Gonzalo00333993 @Pura_Miel @Registraduria @CNE_COLOMBIA @moecolombia @PGN_COL Coño que porquería de país , acaso la procuradora se revolcó con el registrador y le tomo fotos y videos que la tiene chantajeada o que , que carajos es lo que esa vieja está esperando que se forme un mierdero el día de las elecciones?	negative	
382	(Elecciones Colombia: ¿qué muestran las más recientes encuestas presidenciales?) publicado en https://t.co/XJ7xIbDAXM - https://t.co/kBmI6ABhaM https://t.co/iDU3rbQpNu	neutral	
383	@CoronelBillKil1 El tipo más demócrata de Colombia es Petro. No solo le robaron las elecciones de hace 4 años ,sino que el estamento no se ha encargado sino de perseguirlo con sanciones y faltas investigaciones. Todo lo ha ganado Petro	positive	
384	"Ya está disponible la entrevista que le hice a mi amigo Agustín Laje sobre las elecciones en Colombia. No se lo pierdan. 
@AgustinLaje
 https://t.co/FeuVfOt4bZ"	neutral	
385	#ParoArmado q afecta a Colombia en estos momentos es el abre bocas de lo q se viene con la lacra de Petro cuando pierda las elecciones.	negative	
386	Actualidad, Elecciones, Manipulación Social  y Agenda del Miedo en Colombia. https://t.co/tN0PbrCr22	negative	
387	Procuraduría alerta que 2.925 jurados de votación están inhabilitados para elecciones Colombia via @ElColombiano https://t.co/i62hR3wv5r	neutral	
388	"Señores. @PGN_COL

El país reclama elecciones transparentes en primera vuelta presidencial el 29 de mayo.

Opinión. @PGN_COL @CNE_COLOMBIA @moecolombia https://t.co/ceSkMa0f3W"	positive	
389	"Luis Pérez se caracteriza por tener un estilo de ropa colorida y a la medida. En este capítulo de #ElHilo le contamos qué comunica con las prendas que usa el candidato.
https://t.co/BQkQzsF1Mu

#Elecciones2022 #ColombiaDecide https://t.co/qSKzzQgQn2"	positive	
390	"Estos son los tarjetones con los que Colombia ha votado a la presidencia en 28 años:

https://t.co/7jcyCwQuni"	positive	
391	@FicoGutierrez Señores quien creo la AUC en colombia. Ahora se les salieron de las manos o es simplemente una estrategia para ganar las elecciones creando el caso en el país y echándole las culpas a otros. De verdad que somos un país donde todo lo olvidamos por eso estamos como estamos.	negative	
392	Casi 3000 inscritos para ser jurados de votación en las elecciones presidenciales están inhabilitados, reveló la Procuraduría https://t.co/XhbXssLCnE	neutral	
393	@CARLOSFMEJIA @infopresidencia @PGN_COL @FiscaliaCol @CNE_COLOMBIA Para que elecciones si el Registrador Va A ponerle Votos  Al hampon del petró hipócritas.	negative	
394	Episodio 8 - En este nuevo episodio Alicia Eugenia Silva nos plantea una reflexión,  en estas elecciones ¿el país sigue polarizado? o ¿nace un nuevo bipartidismo en Colombia? https://t.co/HYnK26DpNn via @YouTube	positive	
395	Uribe y sus aliados siembran zozobra para suspender elecciones en colombia ???? https://t.co/wPM7Wft8bo	negative	
396	"Alertan que miles de jurados de votación están inhabilitados para estar en las elecciones a Presidente https://t.co/U0B0pSdoT0
via SQUID App https://t.co/HbtsGbArmc"	neutral	
397	"@NoticiasCaracol @AlvaroUribeVel el promotor del paramilitarismo en Colombia, se quiere lavar las manos? Como van perdiendo las elecciones, acuden a infundir miedo y muerte, para vender ""paz"". La misma estrategia de siempre. Si hay un Dios, que le de una lección a este ser deplorable."	negative	
398	El Tribunal Administrativo de Cundinamarca negó la solicitud de suspensión provisional del Registrador Nacional, Alexander Vega. Sin embargo, decretó unas medidas cautelares para garantizar las elecciones. | A 23 días para la elección presidencial en Colombia, opine. https://t.co/KNA8oitIEa	positive	
399	Advierten inhabilidades en jurados de votación elegidos para elecciones presidenciales  https://t.co/oUCjxiVqOi	neutral	
400	"@AlvaroUribeVel No viejito sarnoso ; ya conocemos su accionar ; crea el caos y culpa a tu enemigo político para poderle ganar las elecciones ; ya COLOMBIA sabe cómo actúa usted ; paraco hijueputa"	negative	
401	"El Consejo Nacional Electoral @CNE_COLOMBIA  envió concepto jurídico al Tribunal de Cundinamarca en el que pide que no se suspenda al registrador Alexander Vega. 

Según el organismo electoral, las elecciones legislativas cumplieron con todas las garantías de transparencia."	neutral	
402	"¿Qué es la Ley de Garantías y por qué la Corte Constitucional tumbó su reforma?

https://t.co/qRNy77hLm6"	positive	
403	@ignaziololo1 QUE EL MUNDO CONOZCA LO QUE HACEN PARA MANTENER A LOS MIEMBROSS DEL NOM GOBERNANDO, OJO COLOMBIA QUE TIENE LA MISMA RECETA PARA LAS ELECCIONES DE  MAYO, VAN A QUERER DAR COMO GANADOR AL CANDIDATO DE LA IZQUIERDA, LO MISMO QUE HICIERON EN ELECCIONES PARA SENADORES.	negative	
404	@vechajol @fredyparada90 @petrogustavo @FicoGutierrez @Rodrigo_LaraS El régimen no permite a alguien diferente les quite el poder, en las elecciones pasadas le robaron las elecciones, pobre Colombia en manos de MATARIFE	negative	
405	"Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia
#TalCual #ClaroyRaspao #AmigosDeNuevo 
https://t.co/Kpm7VZPOox https://t.co/KpaZYf7BID"	negative	
406	Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia #TalCual #ClaroyRaspao #AmigosDeNuevo https://t.co/jlVNjUzyVg	negative	
407	"????El asesino y terrorista @AlvaroUribeVel  
A poco de las elecciones infunden terror en el #colombia como arma política en campaña, #ParoArmado el discurso del miedo para mantenerse en el poder por medio de su títere @FicoGutierrez"	negative	
408	@PaulaAn26992616 @Gmo_Leal Hay que tener mucho cuidado con la sabandija del registrador, nos quiere democratizar las elecciones en nuestras propias narices, ojo Colombia votar masivamente desde temprano por Fico presidente	negative	
409	"Eso le pasa a @sergio_fajardo
por coqueteos con el viejito populista y ""presuntamente"" corrupto..  
https://t.co/O4oszWzKLW"	negative	
410	Robar votos y elecciones parece ser lo que está de moda a nivel mundial y nadie es culpable. Veamos cómo le va a #Colombia	negative	
411	@nicolaspetroB @petrogustavo Los paramilirares si que son brutos ignorantes, ven como los ha traicionado el uribismo y siguen arranchados sin querer un cambio en Colombia! Esperemos que el día de las elecciones no amenazen a los colombianos! Maldito uribismo nos tiene jodidos!	negative	
412	2.925 jurados de votación estarían inhabilitados para estar en las elecciones presidenciales, ¿por qué? ? https://t.co/QvDgqo11wV	neutral	
413	COLOMBIA NO HABÍA VISTO NUNCA UN PAYASO IGUAL. https://t.co/vfogIcbmmR	negative	
414	Colombia es un país olvidado por sus dirigentes , cada dia hay mas hambre , inseguridad y pobreza.  Que lastima que en estas elecciones nos toque escoger una vez más por el menos malo. #nosesalvaninguno #ColombiaVota2022	negative	
415	"Eso sabe   ;)
Adelante #PetroPresidente2022 
https://t.co/xscQ26b62m https://t.co/NIJNT0Sms7"	positive	
416	@JulianRoman @IvanDuque A los Colombianos no le queda otro  camino: Votar contra todo lo que quieren ver a Colombia vuelta un mierdero y perdón por la palabra,pero es lo más decente para describir lo que   convierte un populista dictar,a un pais.antes y despues de elecciones.Atte.Democraciasinmiedo	negative	
417	@ozuismysenpai Pillá https://t.co/fnZFeKA3fz	positive	
418	@ozuismysenpai Pillá https://t.co/fnZFeKA3fz	positive	
419	Y será que va a pasar lo mismo en las elecciones para presidente, quien responde, porque hasta ahora ni el presidente @IvanDuque ni la @PGN_COL han hecho nada para destituir a Vega @Registraduria de Colombia https://t.co/FHZYemnQhf	negative	
420	@RICHENAO El @PactoHistorico de @petrogustavo , a @CNE_COLOMBIA @Doris_MendezC jamás los tendría en Cuenta cómo jurados o vigilantes en unas elecciones	negative	
421	"Cómo es posible afirmar que hay democracia en Colombia cuando estamos realizando elecciones a la presidencia en medio de la guerra contra la población? Como diría la filósofa Hannah Arendt, allí donde comienza la violencia, termina la política
#ParenLaGuerra"	negative	
422	@Elecciones_OJO @petrogustavo Usted habla de Uribe, yó estoy hablando del proximo PRESIDENTE de Colombia, le exijo respeto por la primera autoridad del país:  FICO PRESIDENTE https://t.co/bmMnu6Di2f	negative	
423	Advierten inhabilidades en jurados de votación elegidos para elecciones presidenciales  https://t.co/E29cwaZIts	neutral	
424	#ColombiaDecide | Fajardo les respondió a quienes le piden un encuentro con Gustavo Petro https://t.co/5IhrL6apo4	neutral	
425	@WRadioColombia @ernestomaciast Siiii señor, a eso es que apunta su Federico y su uribismo .. pero no le van a robar las elecciones a Gustavo Petro Próximo presidente de Colombia en primera vuelta !!! ??????????	negative	
426	"@Oscarkast13 @palana61 Será que Colombia está a punto de vivir en carne propia lo sucedido en las elecciones de los Estados Unidos? 
Que guarden este trino también. 
??????
??????"	neutral	
427	"@CIA @CorteIDH los grupos terroristas al servicio del NARCOTRAFICO en conjunto con el GOBIERNO DE COLOMBIA gestor de un NARCOGOBIERNO, atentan y violan todos los DDHH con una impunidad absoluta.
Vienen elecciones, y como perdieron credibilidad, siembran terror.
#SOSColombiaDDHH"	negative	
428	Hoy en viernes de entrevista?? nuestro cofundador Carlos Jaramillo conversó con nosotros sobre emprendimiento, elecciones 2022 y consejos para los que quieren empezar su empresa en Colombia. Léela completa aquí ??https://t.co/uTedwy2rSf #blog #emprendedor #emprendimiento	positive	
429	"EnerNews | El peso del petróleo en la ruta de los candidatos en Colombia

?? https://t.co/8ShA3O33SD

#petróleo #Colombia #Elecciones https://t.co/ipVNfs8Zhv"	neutral	
430	@lcvelez @Karlaarcila @NoticiasRCN @rcnradio @NTN24 @lafm Lo grave y en contra de Colombia es q la @FiscaliaCol no actúe urgentemente ni la @PGN_COL y debe @FicoGutierrez actuar o nos van a robar las próximas elecciones y denuncias penales Para cuando ?	negative	
431	"@jojojorge_ Aquí lo podés encontrar. 

https://t.co/GZQIklXmNZ"	positive	
432	"¡Viva Petro!
Colombia | Petro anuncia que si gana restablecerá las relaciones diplomáticas y consulares con Venezuela @InfoNodal https://t.co/VjYoQsWoY1"	neutral	
433	@jbagbam Totalmente, la única forma de que la izquierda radical gane en Colombia es que se roben las elecciones, ellos lo saben y por eso metieron a este criminal como registrador. Deben echarlo ya antes que sea demasiado tarde.	negative	
434	"Mira esa mierda, osea va a unir Venezuela con colombia el Castrochavismo ""Restableceremos las relaciones diplomáticas y consulares con la República de Venezuela"": Petro https://t.co/nBJ4S67fpK"	negative	
435	"Ya no me quedan dudas que el ""paro armado"" fue orquestado desde el Ubérrimo! Días paramilitares quemando buses, disparando contra los civiles y todo el terrorismo CON la indiferencia CÓMPLICE  de @Diego_Molano Y @COMANDANTE_EJC Campaña política sangrienta.
https://t.co/99pr8DragM"	negative	
436	Se iniciaron los simulacros de las elecciones de presidente 2022 https://t.co/07SWb8GAT1  / @Registraduria	positive	
437	En nuestro país, siempre se debe pensar mal. Seguro el paro armado, la policía quieta, todo tan cerca de elecciones. Duque agilizando la extradición de Otoniel… en fin. Esto es Colombia.	negative	
438	"#Colombia: “En un discurso, el aspirante a la Casa de Nariño prometió restablecer las relaciones diplomáticas y consulares con #Venezuela, así como la apertura de la frontera común que se interrumpió desde 2015 por orden de Nicolás Maduro”

#Latinoamérica https://t.co/vriRjpHlPD"	negative	
439	Con esto del paro armado y el miedo generado a la población, solo llego a la conclusión de para qué elecciones si ya sabemos quien gobierna a Colombia.	neutral	
440	"#Marbelle tendría pensado irse de Colombia si #GustavoPetro gana las elecciones presidenciales

#EsTrending  

https://t.co/ICfHo1us76"	positive	
441	Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia https://t.co/l70pcQRXYC	negative	
442	"#VIDEO Rodolfo Hernández: ""Fajardo como que ya pasó a la historia"". https://t.co/pSC4N4Q5ZX https://t.co/3RaV9yqwaT"	neutral	
443	"Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia
#TalCual #ClaroyRaspao #AmigosDeNuevo 
https://t.co/Kpm7VZydwZ https://t.co/xyy0uPwwzZ"	negative	
444	"Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia
#TalCual #ClaroyRaspao #AmigosDeNuevo 
https://t.co/Kpm7VZydwZ https://t.co/xyy0uPwwzZ"	negative	
445	@DianiSierraG @RHpresidente @ingrodolfohdez Se acercan las elecciones del 29 y cada vez nos convencemos más que el mejor candidato para manejar las riendas de Colombia es el Ing. RODOLFO HERNANDEZ https://t.co/GxDWZ8zITM	positive	
446	"#QuienRespondePor
Queman carro de @UNALOficial Universidad Nacional en Santa Fe de Antioquia. El @COL_EJERCITO y la @PoliciaColombia Se escondieron no Actúan Parece ser el excenario para una Guerra Civil y así evitar Elecciones Presidenciales en Colombia @bbcmundo https://t.co/SWEo3DvigS"	negative	
447	"#QuienRespondePor
Queman carro de @UNALOficial Universidad Nacional en Santa Fe de Antioquia. El @COL_EJERCITO y la @PoliciaColombia Se escondieron no Actúan Parece ser el excenario para una Guerra Civil y así evitar Elecciones Presidenciales en Colombia @bbcmundo https://t.co/SWEo3DvigS"	negative	
448	"A pocos días de las elecciones presidenciales
las Autodefensas Gaitanistas de Colombia se declaran en Paro Armado hasta el 9 de mayo. El claro desinterés social del Gobierno actual, evidenciado en la permisión de hostigamiento contra los Colombianos."	negative	
449	Rodolfo Hernández: “Fajardo como que ya pasó a la historia” https://t.co/46LHuywOBq	neutral	
450	Comenzaron los simulacros de las elecciones de Presidente y Vicepresidente de 2022 en Colombia https://t.co/DVamXNXiGC	neutral	
451	"@eduardomackenz1 @Ikahouvanjou Un robo a las elecciones, a favor de Petro, es casi una declaratoria de guerra civil y catástrofe, para todos. @CNE_COLOMBIA @Registraduria
@PGN_COL
@COMANDANTE_EJC @COL_EJERCITO @IvanDuque @mindefensa https://t.co/elAeUTvqhz"	negative	
452	"@roseupe24 @gestupra @PGN_COL @IvanDuque @FiscaliaCol Un robo a las elecciones, a favor de Petro, es casi una declaratoria de guerra civil y catástrofe, para todos. @CNE_COLOMBIA @Registraduria
@PGN_COL
@COMANDANTE_EJC @COL_EJERCITO @IvanDuque @mindefensa https://t.co/elAeUTvqhz"	negative	
453	"@roseupe24 @gestupra @PGN_COL @IvanDuque @FiscaliaCol Un robo a las elecciones, a favor de Petro, es casi una declaratoria de guerra civil y catástrofe, para todos. @CNE_COLOMBIA @Registraduria
@PGN_COL
@COMANDANTE_EJC @COL_EJERCITO @IvanDuque @mindefensa https://t.co/elAeUTvqhz"	negative	
454	"@jarizabaletaf Un robo a las elecciones, a favor de Petro, es casi una declaratoria de guerra civil y catástrofe, para todos. @CNE_COLOMBIA @Registraduria
@PGN_COL
@COMANDANTE_EJC @COL_EJERCITO @IvanDuque @mindefensa https://t.co/elAeUTvqhz"	negative	
455	"Como un miembro del paro armado agrde he intimda a un ciudadano de bien!!
@FicoGutierrez @IvanDuque 

Que los colombia en las próximas elecciones vamos por el cambio @petrogustavo 

@NoticiasCaracol @juanmanuelgalan @QuinteroCalle @sergio_fajardo @elcolombiano @NestorMoralesC https://t.co/UqxbS3tmW8"	negative	
456	"Mi match electoral no puede ser más cierto ???? @sergio_fajardo  ¡vamos con toda! ?? #MatchElectoral  

Para conocer quién sería su match más acorde a sus posturas económicas y sociales para la presidencia: https://t.co/Hb5yhh8elH y mandan fotico a ver que les sale ???? https://t.co/NG4X9fRwCa"	positive	
457	Colombia no se merece otras elecciones con este registrador. https://t.co/rO1GcxxYzi	negative	
458	"#COLOMBIA: Si vas a cubrir las elecciones necesitas un plan de comunicación. 

Alerta rápidamente a los demás si algo te ha sucedido y proporciona toda la información necesaria para poner en marcha una respuesta adecuada.  @ACOSalliance 

Encuéntralo aquí: https://t.co/b7OZvGdeDc https://t.co/420CLbD7Ur"	positive	
459	"gobernante mas nefasto en la historia de colombia! 90% desaprobación 
@IvanDuque te recordaremos el dia de las elecciones no permitir otro URIBISTA mas en el poder @FicoGutierrez con el historial mas oscuro y aliado de los que tiene el pais en paro!con su comandate y jefe politi https://t.co/canlQ2Fbc5"	negative	
460	"¿Vamos a terminar en que para subirse al Metro de Medellín, al bus de Envigado, al Transmetro de Barranquilla o al avión de Avianca habrá que demostrar el voto por alias ""Fico""?

https://t.co/f7CDOrUAEd"	negative	
461	Procuraduría alerta que 2.925 jurados de votación están inhabilitados para elecciones Colombia via @ElColombiano https://t.co/lCdwAtuKoM	negative	
462	"#Política #Colombia | Uno de los vehículos portaba en su parabrisas un distintivo que lo identificaba como parte de la Alcaldía de Medellín.
https://t.co/LDYchqsr08"	negative	
463	@lcvelez #ElRiesgoEs que TibisayVega en la @Registraduria y @CNE_COLOMBIA vayan a robarse las elecciones nuevamente y que @IvanDuque, @FiscaliaCol y @PGN_COL no hagan  un ??	negative	
464	"gobernante mas nefasto en la historia de colombia! 90% desaprobación 
@IvanDuque te recordaremos el dia de las elecciones no permitir otro URIBISTA mas en el poder @FicoGutierrez con el historial mas oscuro y aliado de los que tiene el pais en paro! Su comandate @AlvaroUribeVel https://t.co/SeJtRYJOV6"	negative	
465	"Viví de cerca el CAMBIO de Venezuela.

Fue el pais más rico de América Latina, hoy su economía está destruida.

A punta de decretos acaban connlas empresas  y la que sobrevive la expropian.

Colombia es anticomunista y lo demostraremos en las próximas elecciones."	negative	
466	Lo he analizado toda la mañana y verdaderamente la época de elecciones en Colombia es TERRORÍFICA.	negative	
467	@Abogado_JorgeEH @dica7810 @Jesus74502271 @FicoGutierrez ¿En qué país vive?¿Habla de las elecciones en Colombia?	neutral	
468	@MariaFdaCabal y para distraer de las elecciones dónde Colombia eligió ya Presidente 2022-2026 @FicoGutierrez https://t.co/3fcppGX1EY	neutral	
469	"“Petro ha hecho oferta de indulto a nombre de los narcos. Tiene que aclarar ese negocio”. Incluso afirma que “el Caballo de Troya del narcotráfico en las elecciones en Colombia es Gustavo Petro y su jinete es Iván Cepeda”
@AndresPastrana_ https://t.co/ypGm6I2Mxt"	negative	
470	Elecciones en Colombia: el silencio que decidirá al ganador https://t.co/lHH5JFvDd9	neutral	
471	"Y ustedes ¿Ya encontraron su #MatchPresidencial??Lo pueden hacer acá: https://t.co/0E1tZKypTK

¡Nos gustaría saber quién es su candidato ideal! 
Los leemos en los comentarios ?? https://t.co/H11SB9EsBV"	positive	
472	"@lafm @lcvelez @darcyquinnr 
Con esta mafia en la @Registraduria y el riesgo que me ROBEN.
Exijo el derecho a tomar foto o hacer video de mi votación el día de las elecciones.
@ProcuraduraCol1 @FiscaliaCol @CNE_COLOMBIA"	negative	
473	.@odonnellmaria y @ertenembaum entrevistan a Francia Márquez, candidata a vicepresidenta en la fórmula de Gustavo Petro para las elecciones presidenciales de Colombia. La cita, este sábado a las 9 P.M. (Miami), 10 P.M. (Buenos Aires) en #Conecta2 https://t.co/kafAFBTPv2	neutral	
474	"#Colombia #Petro anuncia que reanudará las relaciones con Venezuela. Colombianos si queréis que el salario mínimo de Colombia baje a los 2 dólares al mes como en Venezuela, por debajo del umbral de pobreza (1,75 dólares/día) vuestro candidato es #Petro.
https://t.co/LpgzfWPvN7"	negative	
475	"@CARLOSFMEJIA @infopresidencia @PGN_COL @FiscaliaCol @CNE_COLOMBIA Así es.
Es lo correcto.
Hacer bien las elecciones.
Esa es democracia."	positive	
476	"Petro dice que las elecciones se ganan con los jurados, el pueblo es lo de menos para los comunistas.
Los que cuentan los votos deciden presidente en Colombia, pasamos a ser un estado fallido desde que Santos entregó el país al terrorismo."	negative	
477	"El robo de las elecciones ya está consumado

@petrogustavo #PactoDeLaPicota frentes judiciales @asonaloficial @Registraduria @CNE_COLOMBIA @fecode tienen todo listo 

https://t.co/mCQRwNyUGS"	negative	
478	¡Es indignante lo que ocurre en Colombia! Estamos ante un fraude electoral y nuestro registrador sigue en el cargo. #ElRiesgoEs no repetir las elecciones y tener un Congreso ilegítimo. https://t.co/lxMRgs9kPo	negative	
479	¡Es indignante lo que ocurre en Colombia! Estamos ante un fraude electoral y nuestro registrador sigue en el cargo. #ElRiesgoEs no repetir las elecciones y tener un Congreso ilegítimo. https://t.co/lxMRgs9kPo	negative	
480	@Marbelle30 Imagínense que Colombia está tan llevada del P... que petro ganará las próximas elecciones presidenciales, la gente está mamada, cansada del uribismo como les parece pues , en medio del desespero de siempre  lo mismo y nada de progreso,  prefieren la incertidumbre con petro .	negative	
481	@CARLOSFMEJIA @gabriel_donado @infopresidencia @FiscaliaCol @PGN_COL @CNE_COLOMBIA El pueblo colombiano debería pararse la raya y exigirle al gobierno q hasta q no sé garantice imparcialidad en la registradurías no se efectuarán elecciones es mejor esperar unos días unos meses y no un régimen esclavizante d por vida con el dolor de q fue un fraude de traidores https://t.co/u0MehMoPjA	negative	
482	"#Mundo Gustavo Petro, candidato presidencial de Colombia, ratificó que de salir victorioso en las elecciones del 29May retomará las relaciones con Venezuela.

La propuesta fue aplaudida por sus seguidores. ""Es lo más recomendable"" para esta región latinoamericana, dijo. #6Mayo https://t.co/OmS5zk5lcd"	negative	
483	El Liverpool del colombiano Luis Diáz disputará la final de la Champions League el 28 de mayo, justo un día antes de las elecciones en Colombia. https://t.co/zpfUPNuImf	positive	
484	@RevistaSemana El tema es que quién lo dice, es el mayor delincuente de la historia de Colombia, ¿Cómo le van a robar elecciones al líder de la corrupción en Colombia?	negative	
485	"#Elecciones2022
En Comité de Seguimiento Electoral de cara a las elecciones del 29 de mayo nuevas conclusiones y peticiones. @MagdalenaGober
@SantaMartaDTCH
@Registraduria
@CNE_COLOMBIA
??
“La Democracia es un compromiso de todos”: @rmontoyai  Infante https://t.co/f3XcwEB599"	positive	
486	@CARLOSFMEJIA @Asdrubal1518 @infopresidencia @FiscaliaCol @PGN_COL @CNE_COLOMBIA Deben suspender elecciones, no es correcto prestarse a un fraude	negative	
487	@PGN_COL @RedMasNoticias @NoticiasCaracol @NoticiasRCN @elespectador @ElNuevoSiglo @AtlanticoEmi @larepublica_co @elheraldoco @RevistaSemana @BluRadioCo Las elecciones en Colombia fueron un fraude debe anularlas y las de presidencia deben aplazarlas no hay GARANTÍAS, hubo un PACTO DE ROBO Y ATRACÓ AL PAIS	negative	
488	@MONYRODRIGUEZOF por que no pide la renuncia del registrador después del fraude que cometió en las elecciones? o por que no pide la renuncia del KK’s frente a las visitas de la picota, compra de votos o infiltraciones de la campaña? Celebra usted la corrupción y ataca quienes defienden Colombia	negative	
489	"El candidato presidencial del Pacto Histórico retomó su actividad en tarimas, a pesar de las amenazas que denunció esta semana. Cúcuta y Valledupar son las ciudades en las que reanudó su agenda.
https://t.co/kDmmaQuF1v"	positive	
490	ESTO ES LO QUE LE ESPERA A COLOMBIA ???? SI PETRO GANA LAS ELECCIONES SU PROPIEDAD Y LA DE TODOS LOS COLOMBIANOS SERÁN QUEMADOS SUS PROPIEDADES  EXPROPIADAS OJO COLOMBIA ????  https://t.co/FwhicXJj3D	negative	
491	ESTO ES LO QUE LE ESPERA A COLOMBIA ???? SI PETRO GANA LAS ELECCIONES SU PROPIEDAD Y LA DE TODOS LOS COLOMBIANOS SERÁN QUEMADOS SUS PROPIEDADES  EXPROPIADAS OJO COLOMBIA ????  https://t.co/FwhicXJj3D	negative	
492	Ya se está fraguando y activando el aplazamiento de las elecciones del 29 de mayo y la señal del golpe de estado al futuro presidente de Colombia @petrogustavo https://t.co/8QAY3qoSZA	negative	
493	"@BOLIBAR2 @Registraduria @AndresPastrana_ @AlvaroUribeVel @santiagoangelp Tibisay Lucena colombiana @CNE_COLOMBIA @Doris_MendezC afirmó que el corrupto @Registraduria actuó de manera ""transparente"" en Las pasadas elecciones de congreso, ya sabemos lo que nos espera el 29 de Mayo, recuerde @CNE_COLOMBIA es petrista"	negative	
494	"@CostaNoticiasTV @ibmtw2010 @CarrillonavasG @AliRestrepo @duvanedo @cecollm @ALFREDOHANS1 @ricardoansal @Iadossa @Gilbert_Olarte @lacoutu @pedrosoto785 @pasionpais COLOMBIA A PORTAS DE PERDER LA DEMOCRACIA LIBERTAD 
SI ESTA ESE REGISTRADOR PRÓXIMAS ELECCIONES 
ENTES DE CONTROL GIBIERNO 
SILENCIO SEPUCRAL 
EL GOBIERNO PASARA A LA HISTORIA COMO EL DEJO PERDER EL PAIS DEMOCRACIA Y LIBERTAD DE LOS COLOMBIANOS. 
SI NO HACE NADA Y PERMITE ESTADIA"	negative	
495	Señor @AlvaroUribeVel asfixiado hasta mas no poder, sembrando terror social en la costa, sepa que Colombia despertó y esta es la misma payasada de 1 mes antes de elecciones. Firmes con Petro, un cambio por la VIDA	negative	
496	@CARLOSFMEJIA @LinceYos @infopresidencia @FiscaliaCol @PGN_COL @CNE_COLOMBIA Ustedes los uribestias los que pretendieron robarse las elecciones. Hampones	negative	
497	#Colombia #Elecciones #Discriminacion Colombianos inconcebible. Regustraduria niega a mayores de 60 años ser Jueces en las elecciones. . Colombianos en Miami pusimos  una TUTELA. Los mayores de 60 tenemos derechos que hace siglos les negaban a las mujeres y los afros. Apóyanos	negative	
498	Así reaccionaron algunos candidatos al alza de la #inflación Variación anual del IPC llegó a 9,23% en abril, informó el @DANE_Colombia . Esto dijeron los aspirantes a la Presidencia sobre el dato, el más alto en 21 años. https://t.co/KkxlGRIPCi via @Portafolioco	negative	
499	Así reaccionaron algunos candidatos al alza de la #inflación Variación anual del IPC llegó a 9,23% en abril, informó el @DANE_Colombia . Esto dijeron los aspirantes a la Presidencia sobre el dato, el más alto en 21 años. https://t.co/KkxlGRIPCi via @Portafolioco	negative	
500	@NanoC40 @juliomario55555 @CARLOSFMEJIA @infopresidencia @FiscaliaCol @PGN_COL @CNE_COLOMBIA Oigan a esteeee!!! En esas elecciones no hubo uno solo...	negative	
501	"Sin importar la orilla política en la que se esté, es preciso reconocer que Álvaro Uribe ha sido el que les dio forma a los últimos 20 años de la política colombiana. 

#ContenidoPremiumEE #Elecciones2022 
https://t.co/tVxPTMLkC2"	positive	
502	"@PGN_COL @JuanchoVela @RedMasNoticias @NoticiasCaracol @NoticiasRCN @elespectador @ElNuevoSiglo @AtlanticoEmi @larepublica_co @elheraldoco @RevistaSemana @BluRadioCo #ExigimosEleccionesTransparentes  el registrador Vega debe ser investigado y apartado del cargo por lo sucedido en las elecciones del 13 de marzo.

@CNE_COLOMBIA ,@PGN_COL y @Registraduria deben ser garantes de la democracia."	negative	
503	"NOTICIA COLOMBIA ??
El Tribunal Administrativo de Cundinamarca niega la medida cautelar que pretendía suspender al registrador nacional Alexander Vega, previo a las elecciones presidenciales. Dice el Tribunal que esa decisión es competencia de la Procuraduría General de la Nación https://t.co/0b0KUTnirC"	positive	
